"STATISTIC","Statistic Label","TLIST(A1)","Year","C03315V03999","Provider","C03313V03997","Type of Financing Scheme","UNIT","VALUE"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","12","Ancillary Health Care Provider (HP.4)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","60.07"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","12","Ancillary Health Care Provider (HP.4)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","59.85"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","12","Ancillary Health Care Provider (HP.4)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0.22"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","12","Ancillary Health Care Provider (HP.4)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","50.72535621"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","2818.610031"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","2134.52"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","2125.05"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","9.47"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","15","Retailer of Medical Goods (HP.5)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","684.090031"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","238"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","212.96"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","212.96"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","25.04"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","25.04"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","18","Providers of Preventive Care (HP.6)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","490.66"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","127.36"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","127.36"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","363.3"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","350.74"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","12.56"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","19","Providers of Health Care Administration and Financing (HP.7)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","822.2372541"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","710.97"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","687.35"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","23.62"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","105.3410095"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","105.3410095"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","23","Rest of the Economy (HP.8)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","5.926244588"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","25.7"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","7.15"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","7.15"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","18.55"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","18.5"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0.05"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","26","Rest of the World (HP.9)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","146.81"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","134"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","134"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","12.81"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","12.81"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2012","2012","27","Providers N.E.C. (HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","18443.40823"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","13057.8081"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","13001.5881"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","56.22"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","2797.540253"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","2415.79"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","381.7502529"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","-","All Current Health Care Expenditure (HP.1 to HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","2588.059875"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","01","Hospitals (HP.1)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","6535.61"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","01","Hospitals (HP.1)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","4594.52"
"SHA14","Current Health Care Expenditure (Euro Million)","2013","2013","01","Hospitals (HP.1)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","4594.52"
